path,role,lines,module_description,imports,top_level_symbols
backend/app/services/report_export_sanitizer.py,implementation/configuration,84,"Explicit, fail-closed projection for downloadable AI report content.",__future__; app.services.evidence_sanitizer; typing,_pick; _pick_many; sanitize_report_export_payload
backend/app/services/report_html_renderer.py,implementation/configuration,257,HTML Renderer — generates standalone HTML report pages from ReportData.,__future__; app.services.privacy_service; html; logging; typing,_e; render_report_html; _render_executive_panel_html
backend/app/services/report_pdf_renderer.py,implementation/configuration,280,PDF Renderer — generates branded PDF reports from ReportData using ReportLab.,__future__; app.services.privacy_service; html; io; logging; reportlab.lib; reportlab.lib.pagesizes; reportlab.lib.styles; reportlab.lib.units; reportlab.platypus; typing,_safe; render_report_pdf
backend/app/services/report_service.py,implementation/configuration,245,,__future__; app.core.config; app.services.analytics_service; app.services.notification.egress; asyncio; datetime; email.mime.multipart; email.mime.text; fastapi; smtplib; sqlalchemy; sqlalchemy.ext.asyncio; ssl,fetch_trend_data; fetch_project_name; build_html_report; send_email; email_trends_report
backend/app/services/resilience.py,implementation/configuration,350,Resilience utilities for external API calls.,asyncio; asyncpg.exceptions; hashlib; httpx; json; logging; random; sqlalchemy.exc; typing,_db_retryable_exceptions; async_retry; _backoff_delay; TruncationReport; estimate_token_count; truncate_with_report; truncate_to_token_budget; compute_analysis_cache_key; with_fallback
backend/app/services/retention_service.py,implementation/configuration,1224,Per-project data retention policies + cross-store purge (PMF US-11.4).,__future__; app.db.mongo; app.db.storage; app.models.postgres; app.services; app.services.agent_memory_service; app.services.analysis_cache_retention; app.services.run_deletion_service; app.services.semantic_search; dataclasses; datetime; sqlalchemy; sqlalchemy.ext.asyncio; structlog; typing; uuid,deletion_job_purge_filter; _sum_measured; RetentionValidationError; ProjectNotFound; ConfirmationMismatch; PolicyDisabled; EffectiveRetentionPolicy; get_policy_row; get_effective_policy; _validate_merged; upsert_policy; get_last_purge; validate_purge_request; compute_cutoffs; _chunks; _mongo_count; _mongo_delete; _pipeline_artifact_keys; _published_report_artifact_ids; _ExecutionPlan; _Candidates; _collect_candidates; run_purge; resolve_run_candidates; execute_candidates
backend/app/services/retro_digest_service.py,implementation/configuration,221,Weekly auto-retro digest — Tier 2 item 12.,__future__; app.core.config; app.core.metrics; app.models.postgres; app.services.digest_content_service; app.services.feature_flags; app.services.llm_cost_reservation; app.services.llm_factory; datetime; logging; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,_feature_enabled; _count_released_flaky; _count_new_regressions; _compose_narrative; generate_weekly_retro
backend/app/services/retry_policy.py,implementation/configuration,130,One retry policy for agent pipeline runs (architecture E7.2).,__future__; app.core.config; dataclasses; random; typing,RetryPolicy; pipeline_retry_policy
backend/app/services/review_envelope.py,implementation/configuration,264,"The review envelope on every AI report response (architecture E8.3, section 8.2).",__future__; app.models.postgres; app.services.review_request_service; dataclasses; sqlalchemy; typing; uuid,ReviewEnvelope; not_ai_generated; _unreviewed; envelope_from_review; review_envelope_for_run; review_envelope_for_pipeline; review_envelope_for_pipeline_subject
backend/app/services/review_request_service.py,implementation/configuration,490,Review requests: every AI report is a proposal until a human accepts it (E8.1).,__future__; app.core.deps; app.core.metrics; app.models.postgres; app.services.agent_authority_lock; app.services.agent_capability_registry; app.services.eval_label_provenance; app.services.privacy_service; app.services.workflow_run_state; datetime; hashlib; json; re; sqlalchemy; structlog; typing; uuid,report_stages; evidence_hash_from; reviewer_evidence_hash_from; investigation_evidence_hash; _as_uuid; _new_request; create_run_review_request; stage_run_review_request; ReviewDecisionRefused; settle_review; _run_proposes_act_actions
backend/app/services/review_supervisor.py,implementation/configuration,54,Deterministic supervisor policy for generic reviewer verdicts.,__future__; app.agents.reviewer_agent; app.models.agent_contracts; app.services.step_llm_budget; typing,supervise_review
backend/app/services/reviewer_quality_service.py,implementation/configuration,537,G3 reviewer-quality scoring and the guarded second-model retirement rule.,__future__; app.models.postgres; app.services.activity.service; app.services.agent_config_service; app.services.agent_eval_samples; app.services.eval_verdict; datetime; hashlib; json; pydantic; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,_Strict; _aware; _families; ReviewerMutationObservation; ReviewerCleanObservation; ReviewerHumanOutcome; _wilson; _metric; _deduplicated; evaluate_reviewer_quality; persist_reviewer_quality; disable_second_model_if_eligible; load_reviewer_quality_observations; run_nightly_reviewer_quality
backend/app/services/robot_parser.py,implementation/configuration,260,Robot Framework ``output.xml`` parser.,__future__; datetime; defusedxml.ElementTree; logging; typing,_clean; _parse_rf_timestamp; _status_duration_ms; _map_status; _keyword_steps; _collect_tags; _walk_suites; parse_robot_xml
backend/app/services/role_actions_service.py,implementation/configuration,128,Role Actions Service — deterministic role-specific action generation.,__future__; typing,generate_role_actions; enrich_with_ownership; merge_role_actions
backend/app/services/rules_engine.py,implementation/configuration,565,Rules-based analysis engine — zero external dependencies.,app.services.confidence_bands; app.services.executive_panel_builder; structlog; typing,RulesEngine; _build_result; _default_actions; _describe_what_failed; _infer_likely_cause; _build_action_plan
backend/app/services/run_compare_ai_service.py,implementation/configuration,229,Persistence and orchestration for AI run comparison reports.,__future__; app.agents.run_compare_agent; app.models.postgres; app.services.llm_cost_budget; app.services.llm_cost_reservation; app.services.run_compare_service; datetime; json; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,_jsonable; get_cached_report; is_report_ready; mark_queued; generate_and_save_report; mark_failed; _get_row
backend/app/services/run_compare_service.py,implementation/configuration,821,Two-run compare — Tier 2 item 8.,__future__; app.models.postgres; difflib; sqlalchemy; sqlalchemy.ext.asyncio; structlog; typing; uuid,normalize_suite_name; _status_bucket; _classify; _similarity; _greedy_fuzzy_pair; _load_summary; _load_test_rows; _summary_dict; ensure_run_has_suite; resolve_latest_suite_pair; resolve_suite_pair_for_run; compare_runs
backend/app/services/run_deletion_service.py,implementation/configuration,287,Guards that make a per-run delete safe to expose (S2c).,__future__; app.db.mongo; app.models.postgres; app.services; app.services.stream_service; datetime; sqlalchemy; structlog; typing; uuid,status_blocks_deletion; safe_artifact_prefixes; citation_blockers; execution_blockers; RunDeletionBlocked; live_session_slugs_for_run; count_live_sessions; perform_run_deletion
backend/app/services/run_diff_service.py,implementation/configuration,412,Run Diff Service — baseline comparison and regression detection.,__future__; app.db.postgres; app.models.enums; app.models.postgres; logging; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,_classify_regression; _classify_cluster; get_baseline_diff; _classify_failure_clusters
backend/app/services/run_downstream_outbox.py,implementation/configuration,1148,Transactional outbox for work required after a run becomes durable.,__future__; app.db.postgres; app.models.postgres; app.services.ingestion_pipeline; app.worker; app.worker.ingestion_routing; collections; datetime; hashlib; json; sqlalchemy; sqlalchemy.dialects.postgresql; sqlalchemy.ext.asyncio; structlog; typing; uuid,operation_input_version; stage_downstream_operation; stage_ai_summary_notification_operation; repair_terminal_ai_summary_operation; stage_finalize_operations; activate_finalize_operations; claim_waiting_finalizations; mark_waiting_finalization_recovery_failed; recover_waiting_finalizations; stage_live_persist_operation; claim_downstream_dispatches; _fair_candidate_ids; mark_downstream_dispatch_published; mark_downstream_dispatch_failed; begin_downstream_execution; complete_downstream_execution; fail_downstream_execution; defer_downstream_execution; requeue_failed_downstream_operations; downstream_tasks; _publish_downstream; relay_downstream_outbox; downstream_status_for_run
backend/app/services/run_environment.py,implementation/configuration,115,Resolve the environment a run executed against.,__future__; dataclasses; typing,ResolvedEnvironment; normalize_environment; _branch_class; resolve_environment
backend/app/services/run_evidence_bundle.py,implementation/configuration,523,Canonical RunEvidenceBundleV1 and deterministic metric snapshot builders.,__future__; app.models.evidence_contracts; app.services.canonical_json; app.services.classifier_evidence; app.services.evidence_sanitizer; copy; heapq; itertools; math; pydantic; typing,_json_hash; _as_dict; _as_dict_list; _bounded_failed_ids; _flag; _numeric_metric; build_run_metric_snapshot; _evidence_references; build_run_evidence_bundle; validate_run_evidence_bundle
backend/app/services/run_input_fingerprint.py,implementation/configuration,140,Detect a run's authoritative inputs changing underneath a pipeline (F-8).,__future__; app.db.postgres; app.models.postgres; app.services.canonical_json; sqlalchemy; typing,run_input_fingerprint; describe_drift; detect_run_input_drift
backend/app/services/run_intelligence_service.py,implementation/configuration,1163,Run Intelligence Service.,app.core.metrics; app.db.mongo; app.db.postgres; app.models.constants; app.models.enums; app.models.postgres; app.models.schemas; app.services.criticality_service; app.services.decision_report_service; app.services.defect_promotion_service; app.services.evidence_service; app.services.llm_cost_reservation; app.services.role_actions_service; app.services.run_diff_service; app.services.run_summary_service; app.services.summary_assembler; app.services.summary_renderer; asyncio; logging; sqlalchemy; sqlalchemy.ext.asyncio; typing; uuid,_structured_summary_projection; _criticality_from_cluster_size; _build_dimension_scores; _stringify_model_value; get_run_intelligence; _serialize_persisted_candidate; _build_and_persist_defect_candidates; _load_or_build_defect_candidates; _build_fallback_candidates; get_run_mode_summary; _generate_and_cache_mode_variant; _variant_to_markdown; _render_developer_markdown; _render_manager_markdown; _render_executive_markdown; get_pipeline_timeline
